Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
right_hand_index_rota_link1,0.00063293051295399,0.00013300810657332,0.0355868719939061,0,0,0,0.0133643913290117,3.17675901479197E-06,-2.38132488765009E-09,-6.48656869161263E-08,3.3059242597407E-06,4.02252605660725E-08,6.01177937462994E-07,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_index_rota_link1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_index_rota_link1.STL,,MH2.25-V3.0-20-2,rif2,c2,right_hand_index_joint1,revolute,0,0,0.0178,0,0,0,right_hand_index_bend_link,0,1,0,1.1,8.63,0,1.919,,,0,0,,,,
right_hand_index_rotaback_link1,-0.0115948039989203,-0.000148034626475925,-0.0241234086564007,0,0,0,1.86553697777495E-08,5.38445586243786E-12,-7.1378238847359E-15,1.72370799104543E-13,5.02993890526991E-12,-6.91799912272905E-14,5.90796185517571E-13,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_index_rotaback_link1.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_index_rotaback_link1.STL,,MH2.25-V3.0-10-2,rif3,c3,right_hand_index_rotaback_joint1,fixed,0,0,0.0557999999999955,0,0,0,right_hand_index_rota_link1,0,0,0,,,,,,,0,0,,,,
right_hand_index_rota_link2,0.00119905190206782,-0.000248361661986104,0.0213789854478679,0,0,0,0.00686452036118575,1.04676034174023E-06,4.14854476395838E-09,3.45471669068628E-08,1.00366154230438E-06,2.81534228773765E-08,2.85700266317811E-07,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_index_rota_link2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_index_rota_link2.STL,,MH2.25-V3.0-11-2,rif3,c3,right_hand_index_joint2,revolute,0,0,0.0558,0,0,0,right_hand_index_rota_link1,0,1,0,0.4,14.38,0,1.919,,,0,0,,,,
right_hand_index_rotaback_link2,-0.00758843721876551,0.00015795043857645,-0.0176655210856158,0,0,0,1.14812654431692E-08,1.25439855775805E-12,7.31454960840546E-15,9.24914678756815E-14,9.8943079518057E-13,-2.81814031103711E-14,3.86109183033101E-13,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_index_rotaback_link2.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_index_rotaback_link2.STL,,MH2.25-V3.0-12-2,rif4,c4,right_hand_index_rotaback_joint2,fixed,0,0,0.0422482924089424,0,0,0,right_hand_index_rota_link2,0,0,0,,,,,,,0,0,,,,
right_hand_index_rota_tip,7.13838710364456E-16,-3.46944695195361E-18,2.77555756156289E-17,0,0,0,5.65450977765344E-06,1.49608904533747E-11,3.41134552919836E-28,-9.93523361021439E-28,6.36132349986012E-12,-1.33053110041143E-23,1.49608904533747E-11,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_index_rota_tip.STL,0.988235294117647,0.737254901960784,0.517647058823529,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_index_rota_tip.STL,,MH2.25-V3.0-13-5,rif4,c4,right_hand_index_rota_joint3,fixed,0,0,0.0422482924089424,0,0,0,right_hand_index_rota_link2,0,0,0,,,,,,,0,0,,,,
right_hand_mid_link1,0.000530417592106097,3.58049083658378E-05,0.033278467115721,0,0,0,0.0143714276805089,4.26829701084994E-06,-1.1448906519502E-09,-2.45678905173327E-08,4.37293541565043E-06,8.28615019182787E-08,6.71137965532478E-07,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_mid_link1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_mid_link1.STL,,MH2.25-V3.0-09-1,rmf1,d1,right_hand_mid_joint1,revolute,0.0065,0.004,0.1082,0,0,0,right_hand_link,0,1,0,1.1,8.63,0,1.919,,,0,0,,,,
right_hand_midback_link1,-0.0115948039977618,-0.000148034759331951,-0.0241234077138271,0,0,0,1.86553702393157E-08,5.38445588011653E-12,-7.1378100586645E-15,1.7237075645524E-13,5.02993887777172E-12,-6.91799872515858E-14,5.90796196219736E-13,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_midback_link1.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_midback_link1.STL,,MH2.25-V3.0-10-1,rmf2,d2,right_hand_midback_joint1,fixed,0,0,0.0558,0,0,0,right_hand_mid_link1,0,0,0,,,,,,,0,0,,,,
right_hand_mid_link2,0.00119905190206755,-0.000248361661996566,0.0213789854478682,0,0,0,0.00686452036118557,1.04676034174024E-06,4.14854476396738E-09,3.4547166906851E-08,1.00366154230438E-06,2.81534228773826E-08,2.85700266317796E-07,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_mid_link2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_mid_link2.STL,,MH2.25-V3.0-11-1,rmf2,d2,right_hand_mid_joint2,revolute,0,0,0.0558,0,0,0,right_hand_mid_link1,0,1,0,0.4,14.38,0,1.919,,,0,0,,,,
right_hand_midback_link2,-0.00758843721876527,0.000157950438608734,-0.0176655210856121,0,0,0,1.14812654432192E-08,1.25439855777044E-12,7.31454960737358E-15,9.24914678773806E-14,9.89430795193827E-13,-2.81814031148807E-14,3.86109183032776E-13,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_midback_link2.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_midback_link2.STL,,MH2.25-V3.0-12-1,rmf3,d3,right_hand_midback_joint2,fixed,0,0,0.0422482924089416,0,0,0,right_hand_mid_link2,0,0,0,,,,,,,0,0,,,,
right_hand_mid_tip,6.99093560818653E-16,2.6104986228237E-14,8.32667268468867E-16,0,0,0,5.65450977765344E-06,1.49608904533747E-11,-1.79038923821571E-26,-1.1577643502308E-28,6.36132349986012E-12,-2.76170709947623E-24,1.49608904533747E-11,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_mid_tip.STL,0.988235294117647,0.737254901960784,0.517647058823529,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_mid_tip.STL,,MH2.25-V3.0-13-4,rmf3,d3,right_hand_mid_joint3,fixed,0,0,0.042248,0,0,0,right_hand_mid_link2,0,0,0,,,,,,,0,0,,,,
right_hand_ring_link1,0.000530417592105675,3.58049083603318E-05,0.0332784671157224,0,0,0,0.0143714276805089,4.26829701084995E-06,-1.14489065194233E-09,-2.45678905173324E-08,4.37293541565049E-06,8.28615019170959E-08,6.71137965532426E-07,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_ring_link1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_ring_link1.STL,,MH2.25-V3.0-09-3,rrf1,e1,right_hand_ring_joint1,revolute,0.0065,-0.016,0.1052,0,0,0,right_hand_link,0,1,0,1.1,8.63,0,1.919,,,0,0,,,,
right_hand_ringback_link1,-0.0115948040042931,-0.000148034878525431,-0.0241234080984737,0,0,0,1.86553700195532E-08,5.38445586621715E-12,-7.13780863255758E-15,1.7237076564219E-13,5.02993888343894E-12,-6.91800182260157E-14,5.90796188401347E-13,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_ringback_link1.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_ringback_link1.STL,,MH2.25-V3.0-10-3,rrf2,e2,right_hand_ringback_joint1,fixed,0,0,0.0558,0,0,0,right_hand_ring_link1,0,0,0,,,,,,,0,0,,,,
right_hand_ring_link2,0.00119905192644367,-0.000248361559624762,0.0213789854805378,0,0,0,0.00686452029493749,1.04676035016106E-06,4.14854285829974E-09,3.45471663496652E-08,1.0036615556731E-06,2.81534270032891E-08,2.85700260456274E-07,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_ring_link2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_ring_link2.STL,,MH2.25-V3.0-11-3,rrf2,e2,right_hand_ring_joint2,revolute,0,0,0.0558,0,0,0,right_hand_ring_link1,0,1,0,0.4,14.38,0,1.919,,,0,0,,,,
right_hand_ringback_link2,-0.00758843721876704,0.000157950438643945,-0.0176655210856309,0,0,0,1.14812654431905E-08,1.25439855776236E-12,7.31454960907198E-15,9.24914678766784E-14,9.89430795185426E-13,-2.81814031073219E-14,3.86109183032883E-13,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_ringback_link2.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_ringback_link2.STL,,MH2.25-V3.0-12-3,rrf3,e3,right_hand_ringback_joint2,fixed,0,0,0.0422482924089404,0,0,0,right_hand_ring_link2,0,0,0,,,,,,,0,0,,,,
right_hand_ring_tip,3.0444397003393E-16,-9.71445146547012E-17,0,0,0,0,5.65450977765344E-06,1.49608904533747E-11,6.24926861483796E-27,-5.76189699882469E-28,6.36132349986013E-12,1.31292392935875E-27,1.49608904533747E-11,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_ring_tip.STL,0.988235294117647,0.737254901960784,0.517647058823529,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_ring_tip.STL,,MH2.25-V3.0-13-6,rrf3,e3,right_hand_ring_joint3,fixed,0,0,0.0422482924089404,0,0,0,right_hand_ring_link2,0,0,0,,,,,,,0,0,,,,
right_hand_pinky_link1,0.00053041759210553,3.58049083602902E-05,0.0332784671157224,0,0,0,0.0143714276805089,4.26829701084996E-06,-1.14489065194207E-09,-2.45678905173337E-08,4.3729354156505E-06,8.28615019170855E-08,6.71137965532427E-07,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_pinky_link1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_pinky_link1.STL,,MH2.25-V3.0-09-4,rlf1,f1,right_hand_pinky_joint1,revolute,0.0065,-0.036,0.1022,0,0,0,right_hand_link,0,1,0,1.1,8.63,0,1.919,,,0,0,,,,
right_hand_pinkyback_link1,-0.0115948039527258,-0.000148033943928788,-0.0241234090857975,0,0,0,1.86553673064884E-08,5.3844557221711E-12,-7.13781906688164E-15,1.72370786177478E-13,5.02993882108578E-12,-6.91799293352786E-14,5.90796121967393E-13,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_pinkyback_link1.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_pinkyback_link1.STL,,MH2.25-V3.0-10-4,rlf2,f2,right_hand_pinkyback_joint1,fixed,0,0,0.0558000000000001,0,0,0,right_hand_pinky_link1,0,0,0,,,,,,,0,0,,,,
right_hand_pinky_link2,0.001199051902067,-0.000248361662016403,0.0213789854478657,0,0,0,0.00686452036118538,1.04676034174018E-06,4.1485447639488E-09,3.45471669068511E-08,1.00366154230435E-06,2.81534228771535E-08,2.85700266317775E-07,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_pinky_link2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_pinky_link2.STL,,MH2.25-V3.0-11-4,rlf2,f2,right_hand_pinky_joint2,revolute,0,0,0.0558,0,0,0,right_hand_pinky_link1,0,1,0,1.4,14.38,0,1.919,,,0,0,,,,
right_hand_pinkyback_link2,-0.00758843721876425,0.000157950438630629,-0.0176655210855414,0,0,0,1.14812654432539E-08,1.25439855778099E-12,7.31454960873121E-15,9.24914678776767E-14,9.89430795202555E-13,-2.81814031148489E-14,3.86109183034306E-13,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_pinkyback_link2.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_pinkyback_link2.STL,,MH2.25-V3.0-12-4,rlf3,f3,right_hand_pinkyback_joint2,fixed,0,0,0.0422482924089405,0,0,0,right_hand_pinky_link2,0,0,0,,,,,,,0,0,,,,
right_hand_pinky_tip,1.17961196366423E-16,-2.91433543964104E-16,0,0,0,0,5.65450977765345E-06,1.49608904533748E-11,1.44191437114383E-26,-3.01557226106722E-28,6.36132349986013E-12,5.84247809788107E-27,1.49608904533748E-11,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_pinky_tip.STL,0.988235294117647,0.737254901960784,0.517647058823529,1,0,0,0,0,0,0,package://xhand_right/meshes/right_hand_pinky_tip.STL,,MH2.25-V3.0-13-7,rlf3,f3,right_hand_pinky_joint3,fixed,0,0,0.0422482924089405,0,0,0,right_hand_pinky_link2,0,0,0,,,,,,,0,0,,,,
